"index","full_name","brand_name","resale_price","registered_year","engine_capacity(cc)","insurance","transmission_type","kms_driven","Hand","fuel_type","max_power(bhp)","seats","mileage(kmpl)","body_type","city"
7813,"Maruti Alto K10 LXI","Maruti",200000,2011,998,"1","Manual",60000,"2nd","Petrol",67.1,5.0,20.92,"Hatchback","Hyderabad"
7814,"Volkswagen Polo Petrol Comfortline 1.2L","Volkswagen",365000,2011,1198,"1","Manual",30000,"2nd","Petrol",73.9,5.0,16.47,"Hatchback","Hyderabad"
7815,"Maruti Alto K10 VXI","Maruti",280000,2014,998,"1","Manual",50000,"3rd","Petrol",67.05,5.0,23.95,"Hatchback","Hyderabad"
7816,"Honda City i DTEC SV","Honda",520000,2015,1498,"1","Manual",100000,"2nd","Diesel",98.6,5.0,26.0,"Sedan","Hyderabad"
7817,"Ford Ecosport 1.5 Petrol Titanium BSIV","Ford",829000,2018,1497,"1","Manual",20858,"2nd","Petrol",121.31,5.0,17.0,"SUV","Hyderabad"
7818,"Maruti Baleno 1.2 Delta","Maruti",570000,2018,1197,"1","Manual",71974,"2nd","Petrol",83.1,5.0,21.4,"Hatchback","Hyderabad"
7819,"Maruti Swift VXI","Maruti",727000,2022,1197,"1","Manual",41843,"2nd","Petrol",88.5,5.0,22.38,"Hatchback","Hyderabad"
7820,"Maruti Swift VXI","Maruti",504000,2016,1197,"1","Manual",64685,"3rd","Petrol",88.5,5.0,22.38,"Hatchback","Hyderabad"
7821,"Tata Altroz XZ Diesel BSVI","Tata",775000,2021,1497,"1","Manual",26893,"2nd","Diesel",88.77,5.0,23.64,"Hatchback","Hyderabad"
7822,"Tata Tiago 1.2 Revotron XZ","Tata",479000,2019,1199,"1","Manual",93407,"3rd","Petrol",84.0,5.0,23.84,"Hatchback","Hyderabad"
7823,"Datsun GO Plus T","Datsun",268000,2016,1198,"1","Manual",114535,"2nd","Petrol",67.05,7.0,19.02,"MUV","Hyderabad"
7824,"Honda City V MT Diesel","Honda",1317000,2022,1498,"1","Manual",22310,"2nd","Diesel",97.89,5.0,24.1,"Sedan","Hyderabad"
7825,"Maruti Swift Dzire VXI","Maruti",564000,2016,1197,"1","Manual",42861,"3rd","Petrol",88.5,5.0,22.41,"Sedan","Hyderabad"
7826,"Hyundai Creta SX Executive Diesel BSVI","Hyundai",1400000,2021,1493,"1","Manual",50000,"2nd","Diesel",113.45,5.0,0.0,"SUV","Hyderabad"
7827,"Maruti Wagon R LXI BS IV","Maruti",263000,2013,998,"1","Manual",100000,"3rd","Petrol",67.04,5.0,20.51,"Hatchback","Hyderabad"
7828,"Hyundai i20 Asta BSVI","Hyundai",700000,2021,1197,"1","Manual",20000,"2nd","Petrol",81.8,5.0,21.0,"Hatchback","Hyderabad"
7829,"Volkswagen Virtus Topline AT BSVI","Volkswagen",1850000,2022,999,"1","Automatic",20000,"3rd","Petrol",113.98,5.0,18.12,"Sedan","Hyderabad"
7830,"Volkswagen Virtus Topline AT BSVI","Volkswagen",1850000,2022,999,"1","Automatic",20000,"3rd","Petrol",113.98,5.0,18.12,"Sedan","Hyderabad"
7831,"Mahindra XUV300 W6 AMT Sunroof NT BSVI","Mahindra",1300000,2022,1197,"1","Automatic",10000,"2nd","Petrol",108.62,5.0,16.5,"SUV","Hyderabad"
7832,"Maruti Baleno Zeta","Maruti",760000,2020,1197,"1","Manual",20000,"2nd","Petrol",81.8,5.0,21.01,"Hatchback","Hyderabad"
7833,"Audi Q5 30 TDI quattro Premium","Audi",3000000,2017,1968,"1","Automatic",70000,"2nd","Diesel",174.3,5.0,14.16,"SUV","Hyderabad"
7834,"Datsun GO T","Datsun",277000,2017,1198,"1","Manual",114369,"2nd","Petrol",67.05,5.0,19.02,"Hatchback","Hyderabad"
7835,"Maruti Alto 800 LXI","Maruti",270000,2016,796,"1","Manual",19070,"2nd","Petrol",47.33,5.0,22.05,"Hatchback","Hyderabad"
7836,"Skoda Rapid 1.5 TDI Style BSIV","Skoda",794000,2016,1498,"1","Manual",100456,"2nd","Diesel",108.6,5.0,21.13,"Sedan","Hyderabad"
7837,"Renault Triber RXZ EASY-R AMT Dual Tone BSVI","Renault",828000,2021,999,"1","Automatic",34832,"2nd","Petrol",71.01,7.0,18.2,"MUV","Hyderabad"
7838,"Maruti Alto 800 LXI Optional","Maruti",373000,2019,796,"1","Manual",56339,"3rd","Petrol",47.3,5.0,24.7,"Hatchback","Hyderabad"
7839,"Honda Brio V MT","Honda",380000,2014,1198,"1","Manual",39452,"2nd","Petrol",86.8,5.0,19.4,"Hatchback","Hyderabad"
7840,"Maruti Swift VXI","Maruti",415000,2013,1197,"1","Manual",79202,"2nd","Petrol",88.5,5.0,22.38,"Hatchback","Hyderabad"
7841,"Hyundai EON Era Plus","Hyundai",238000,2013,814,"1","Manual",51545,"2nd","Petrol",55.2,5.0,21.1,"Hatchback","Hyderabad"
7842,"Maruti Swift VDI","Maruti",418000,2013,1248,"1","Manual",85507,"3rd","Diesel",74.0,5.0,22.9,"Hatchback","Hyderabad"
7843,"Ford Ecosport 1.5 Diesel Titanium BSIV","Ford",700000,2017,1498,"1","Manual",80000,"2nd","Diesel",98.96,5.0,23.0,"SUV","Hyderabad"
7844,"Ford Ecosport 1.5 TDCi Trend BSIV","Ford",450000,2015,1498,"1","Manual",120000,"2nd","Diesel",98.59,5.0,22.77,"SUV","Hyderabad"
7845,"Tata Tiago 1.2 Revotron XZ","Tata",400000,2016,1199,"1","Manual",110000,"2nd","Petrol",84.0,5.0,23.84,"Hatchback","Hyderabad"
7846,"Toyota Innova 2.5 E Diesel MS 8-seater","Toyota",380000,2008,2494,"1","Manual",150000,"3rd","Diesel",102.0,8.0,12.8,"MUV","Hyderabad"
7847,"Tata Punch Accomplished BSVI","Tata",900000,2022,1199,"1","Manual",10000,"2nd","Petrol",86.63,5.0,20.09,"SUV","Hyderabad"
7848,"Honda City VTEC","Honda",230000,2008,1497,"1","Manual",70000,"3rd","Petrol",100.0,5.0,16.9,"Sedan","Hyderabad"
7849,"Hyundai Verna 1.6 SX VTVT","Hyundai",340000,2012,1591,"1","Manual",120000,"2nd","Petrol",121.3,5.0,17.01,"Sedan","Hyderabad"
7850,"Tata Punch Accomplished BSVI","Tata",900000,2022,1199,"1","Manual",10000,"2nd","Petrol",86.63,5.0,20.09,"SUV","Hyderabad"
7851,"Ford Ecosport 1.5 Ti VCT MT Trend BSIV","Ford",697000,2017,1499,"1","Manual",66159,"2nd","Petrol",110.4,5.0,15.85,"SUV","Hyderabad"
7852,"Maruti Baleno 1.2 CVT Alpha","Maruti",743000,2018,1197,"1","Automatic",73224,"3rd","Petrol",83.1,5.0,21.4,"Hatchback","Hyderabad"
7853,"Maruti Baleno 1.2 Delta","Maruti",655000,2019,1197,"0","Manual",71305,"2nd","Petrol",83.1,5.0,21.4,"Hatchback","Hyderabad"
7854,"Mahindra XUV300 W8 Diesel BSIV","Mahindra",873000,2019,1497,"1","Manual",90349,"2nd","Diesel",115.0,5.0,20.0,"SUV","Hyderabad"
7855,"Hyundai Santro Sportz BSIV","Hyundai",552000,2019,1086,"1","Manual",20266,"2nd","Petrol",68.0,5.0,20.3,"Hatchback","Hyderabad"
7856,"Maruti Swift VXI","Maruti",401000,2012,1197,"1","Manual",66945,"3rd","Petrol",88.5,5.0,22.38,"Hatchback","Hyderabad"
7857,"Maruti Vitara Brezza ZXI Plus","Maruti",851000,2020,1462,"1","Manual",49498,"2nd","Petrol",103.26,5.0,17.03,"SUV","Hyderabad"
7858,"Tata Altroz XZ Diesel BSVI","Tata",740000,2020,1497,"1","Manual",19244,"2nd","Diesel",88.77,5.0,23.64,"Hatchback","Hyderabad"
7859,"Maruti Swift VXI","Maruti",418000,2012,1197,"1","Manual",36382,"2nd","Petrol",88.5,5.0,22.38,"Hatchback","Hyderabad"
7860,"Hyundai Venue SX Plus Turbo DCT BSIV","Hyundai",1026000,2019,998,"0","Automatic",20778,"2nd","Petrol",118.35,5.0,18.15,"SUV","Hyderabad"
7861,"Renault KWID 1.0 RXT","Renault",349000,2018,999,"1","Manual",84020,"2nd","Petrol",67.0,5.0,23.01,"Hatchback","Hyderabad"
7862,"Maruti Baleno Zeta BSVI","Maruti",850000,2022,1197,"1","Manual",10000,"2nd","Petrol",88.5,5.0,22.35,"Hatchback","Hyderabad"
7863,"Hyundai Verna 1.6 CRDi SX","Hyundai",550000,2016,1582,"1","Manual",70000,"2nd","Diesel",126.2,5.0,23.9,"Sedan","Hyderabad"
7864,"Mercedes-Benz M-Class ML 350 4Matic","Mercedes-Benz",1200000,2011,2987,"1","Automatic",100000,"4th","Diesel",165.0,5.0,0.0,"SUV","Hyderabad"
7865,"Hyundai Verna 1.6 SX VTVT","Hyundai",399000,2012,1591,"1","Manual",120000,"2nd","Petrol",121.3,5.0,17.01,"Sedan","Hyderabad"
7866,"Nissan Magnite XV BSVI","Nissan",850000,2022,999,"1","Manual",10000,"2nd","Petrol",71.02,5.0,18.75,"SUV","Hyderabad"
7867,"Mahindra XUV300 W8 Option Diesel BSIV","Mahindra",1000000,2019,1497,"1","Manual",70000,"3rd","Diesel",115.0,5.0,20.0,"SUV","Hyderabad"
7869,"Maruti S-Presso VXI Plus 2019-2022","Maruti",469000,2019,998,"1","Manual",77260,"2nd","Petrol",65.71,5.0,21.7,"Hatchback","Hyderabad"
7870,"Tata New Safari XT Plus BSVI","Tata",1756000,2021,1956,"1","Manual",30025,"2nd","Diesel",167.67,7.0,16.14,"SUV","Hyderabad"
7871,"Ford Ecosport 1.5 DV5 MT Trend","Ford",454000,2015,1498,"1","Manual",89246,"4th","Diesel",89.84,5.0,22.7,"SUV","Hyderabad"
7872,"Tata Nexon XMA AMT S BSVI","Tata",897000,2021,1199,"0","Automatic",54783,"2nd","Petrol",118.35,5.0,17.05,"SUV","Hyderabad"
7873,"Hyundai Grand i10 1.2 Kappa Sportz Option","Hyundai",543000,2018,1197,"1","Manual",38953,"3rd","Petrol",81.86,5.0,18.9,"Hatchback","Hyderabad"
7874,"Honda City i DTEC S","Honda",473000,2015,1498,"1","Manual",90096,"3rd","Diesel",98.6,5.0,26.0,"Sedan","Hyderabad"
7875,"Tata Nexon 1.5 Revotorq XZA Plus DualTone","Tata",1022000,2019,1497,"0","Automatic",46034,"2nd","Diesel",108.5,5.0,21.5,"SUV","Hyderabad"
7876,"Skoda Rapid 1.6 MPI Style BSIV","Skoda",838000,2018,1598,"1","Manual",68407,"2nd","Petrol",103.2,5.0,14.3,"Sedan","Hyderabad"
7877,"Hyundai Santro Asta","Hyundai",570000,2021,1086,"0","Manual",15171,"2nd","Petrol",68.05,5.0,20.3,"Hatchback","Hyderabad"
7878,"Renault Duster 85PS Diesel RxL Plus","Renault",521000,2014,1461,"1","Manual",101430,"2nd","Diesel",83.8,5.0,20.45,"SUV","Hyderabad"
7879,"Hyundai EON Magna Plus","Hyundai",282000,2018,814,"1","Manual",43698,"2nd","Petrol",55.2,5.0,21.1,"Hatchback","Hyderabad"
7880,"Tata Manza Aura Plus Quadrajet BS IV","Tata",195000,2010,1248,"1","Manual",80000,"3rd","Diesel",90.0,5.0,19.0,"Sedan","Hyderabad"
7881,"Hyundai Xcent 1.2 CRDi E Plus","Hyundai",420000,2018,1186,"1","Manual",50000,"2nd","Diesel",73.97,5.0,25.4,"Sedan","Hyderabad"
7882,"Ford Aspire 1.2 Ti-VCT Titanium","Ford",400000,2017,1196,"1","Manual",50000,"2nd","Petrol",86.8,5.0,18.16,"Sedan","Hyderabad"
7883,"Tata Tiago XZA Plus AMT BSVI","Tata",660000,2021,1199,"1","Automatic",30000,"2nd","Petrol",84.82,5.0,19.0,"Hatchback","Hyderabad"
7884,"Honda Amaze VX i DTEC","Honda",650000,2018,1498,"1","Manual",120000,"2nd","Diesel",98.6,5.0,25.8,"Sedan","Hyderabad"
7885,"Hyundai Santro Sportz","Hyundai",550000,2021,1086,"1","Manual",20000,"2nd","Petrol",68.05,5.0,20.3,"Hatchback","Hyderabad"
7886,"Ford Aspire Trend Diesel BSIV","Ford",590000,2019,1498,"1","Manual",60000,"2nd","Diesel",99.23,5.0,26.1,"Sedan","Hyderabad"
7887,"Tata Nexon XM Diesel BSVI","Tata",960000,2021,1497,"1","Manual",30000,"2nd","Diesel",113.42,5.0,23.22,"SUV","Hyderabad"
7888,"Hyundai Grand i10 Nios Sportz","Hyundai",645000,2020,1197,"0","Manual",40051,"3rd","Petrol",81.86,5.0,20.7,"Hatchback","Hyderabad"
7889,"Hyundai Santro Sportz AMT BSIV","Hyundai",535000,2019,1086,"1","Automatic",38264,"2nd","Petrol",68.0,5.0,20.3,"Hatchback","Hyderabad"
7890,"Maruti Swift VXI","Maruti",407000,2012,1197,"1","Manual",53072,"2nd","Petrol",88.5,5.0,22.38,"Hatchback","Hyderabad"
7891,"Maruti Swift Dzire AMT VXI","Maruti",734000,2019,1197,"0","Automatic",12892,"2nd","Petrol",81.8,5.0,21.21,"Sedan","Hyderabad"
7892,"Hyundai Santro Xing GLS","Hyundai",212000,2011,1086,"1","Manual",62572,"3rd","Petrol",62.1,5.0,17.92,"Hatchback","Hyderabad"
7893,"Maruti Alto 800 VXI BSIV","Maruti",364000,2019,796,"1","Manual",32607,"2nd","Petrol",47.3,5.0,24.7,"Hatchback","Hyderabad"
7894,"Ford Freestyle Titanium Diesel BSIV","Ford",541000,2018,1498,"1","Manual",112941,"2nd","Diesel",98.63,5.0,24.4,"Hatchback","Hyderabad"
7895,"Maruti Alto 800 VXI Plus BSVI","Maruti",437000,2021,796,"1","Manual",22264,"2nd","Petrol",47.33,5.0,22.05,"Hatchback","Hyderabad"
7896,"Maruti Alto 800 VXI","Maruti",318000,2017,796,"1","Manual",54791,"2nd","Petrol",47.33,5.0,22.05,"Hatchback","Hyderabad"
7897,"Maruti Swift Dzire AMT VXI","Maruti",707000,2018,1197,"0","Automatic",32152,"2nd","Petrol",81.8,5.0,21.21,"Sedan","Hyderabad"
7898,"Hyundai Grand i10 1.2 Kappa Magna BSIV","Hyundai",531000,2019,1197,"0","Manual",24337,"3rd","Petrol",81.86,5.0,18.9,"Hatchback","Hyderabad"
7899,"Tata Tiago NRG XZ BSVI","Tata",700000,2022,1199,"1","Manual",10000,"2nd","Petrol",84.48,5.0,20.09,"Hatchback","Hyderabad"
7900,"Maruti S-Presso VXI AT 2019-2022","Maruti",525000,2021,998,"1","Automatic",60000,"2nd","Petrol",67.05,5.0,21.7,"Hatchback","Hyderabad"
7901,"Maruti Ciaz Alpha BSIV","Maruti",900000,2019,1462,"1","Manual",40000,"2nd","Petrol",103.25,5.0,21.56,"Sedan","Hyderabad"
7902,"Chevrolet Beat Diesel LT","Chevrolet",240000,2014,936,"1","Manual",70000,"3rd","Diesel",56.3,5.0,25.44,"Hatchback","Hyderabad"
7903,"Maruti Brezza Zxi BSVI","Maruti",1260000,2022,1462,"1","Manual",10000,"2nd","Petrol",101.65,5.0,19.89,"SUV","Hyderabad"
7904,"Tata Manza Aura (ABS) Quadrajet BS IV","Tata",220000,2011,1248,"1","Manual",120000,"2nd","Diesel",88.8,5.0,21.12,"Sedan","Hyderabad"
7905,"Mahindra XUV500 W10 2WD","Mahindra",950000,2015,2179,"1","Manual",110000,"3rd","Diesel",140.0,7.0,16.0,"SUV","Hyderabad"
7906,"Hyundai Creta SX Opt Turbo BSVI","Hyundai",1800000,2022,1353,"1","Automatic",10000,"2nd","Petrol",138.12,5.0,0.0,"SUV","Hyderabad"
7907,"Maruti Wagon R LXI BS IV","Maruti",314000,2013,998,"1","Manual",61132,"2nd","Petrol",67.04,5.0,20.51,"Hatchback","Hyderabad"
7908,"Volkswagen Ameo 1.2 MPI Highline","Volkswagen",529000,2016,1198,"1","Manual",97921,"2nd","Petrol",73.75,5.0,17.0,"Sedan","Hyderabad"
7909,"Maruti Swift Dzire VDI","Maruti",435000,2013,1248,"1","Manual",99860,"2nd","Diesel",74.0,5.0,23.4,"Sedan","Hyderabad"
7910,"Maruti Celerio X ZXI","Maruti",529000,2019,998,"0","Manual",44363,"2nd","Petrol",67.05,5.0,21.63,"Hatchback","Hyderabad"
7911,"Renault Captur 1.5 Diesel Platine","Renault",996000,2019,1461,"1","Manual",47627,"2nd","Diesel",108.45,5.0,20.37,"SUV","Hyderabad"
7912,"Ford Ecosport 1.5 Diesel Titanium BSIV","Ford",772000,2018,1498,"1","Manual",90114,"2nd","Diesel",98.96,5.0,23.0,"SUV","Hyderabad"
7913,"Maruti Wagon R VXI BS IV","Maruti",320000,2014,998,"1","Manual",89791,"2nd","Petrol",67.1,5.0,18.9,"Hatchback","Hyderabad"
7914,"Maruti SX4 S Cross Alpha","Maruti",977000,2021,1462,"1","Manual",40687,"2nd","Petrol",103.25,5.0,18.55,"SUV","Hyderabad"
7915,"Honda Amaze S i-Vtech","Honda",432000,2015,1198,"1","Manual",76438,"3rd","Petrol",86.7,5.0,18.0,"Sedan","Hyderabad"
7916,"Maruti Ignis 1.2 AMT Delta BSIV","Maruti",472000,2017,1197,"1","Automatic",97667,"2nd","Petrol",81.8,5.0,20.89,"Hatchback","Hyderabad"
7917,"Maruti Baleno 1.2 Zeta","Maruti",632000,2017,1197,"1","Manual",44339,"2nd","Petrol",83.1,5.0,21.4,"Hatchback","Hyderabad"
